"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"653",93823,2018-05-30,26,17,19,6.86,62.37,5,"male","unempl","full-time","divorced"
"654",31642,2018-02-20,27,18,13,7.57,62.43,5,"female","unempl","par-time","divorced"
"655",17940,2018-01-29,23,19,9,8,41.41,5,"female","empl","par-time","single"
"656",67769,2018-04-18,26,21,14,7,31.46,2,"female","empl","par-time","married"
"657",89689,2018-05-23,22,18,14,7.43,47.67,1,"female","empl","par-time","single"
"658",6885,2018-01-11,23,20,12,7.43,41.82,2,"female","empl","par-time","single"
"659",73729,2018-04-28,24,23,11,7.14,45.4,4,"female","empl","par-time","single"
"660",18917,2018-01-31,33,19,11,7.71,38.02,4,"female","empl","par-time","divorced"
"661",88343,2018-05-21,22,23,21,5.71,65.28,1,"male","unempl","full-time","single"
"662",43455,2018-03-11,23,25,17,6,52.07,4,"male","unempl","full-time","single"
"663",41506,2018-03-08,22,17,20,6.71,70.89,4,"male","unempl","full-time","single"
"664",79529,2018-05-07,26,21,6,8.14,14.27,2,"female","unempl","par-time","married"
"665",2273,2018-01-04,22,22,21,5.86,66.36,4,"male","unempl","full-time","single"
"666",78363,2018-05-05,21,27,17,5.71,45.84,5,"male","empl","par-time","single"
"667",67755,2018-04-18,22,15,22,6.71,74.3,3,"male","unempl","full-time","single"
"668",1124,2018-01-02,20,19,14,7.29,48.83,4,"female","empl","par-time","single"
"669",43443,2018-03-11,29,18,11,7.86,40.86,5,"female","empl","par-time","divorced"
"670",64151,2018-04-13,19,21,15,6.86,55.05,2,"male","unempl","full-time","single"
"671",62441,2018-04-10,25,16,13,7.86,49.73,1,"female","empl","par-time","single"
"672",38181,2018-03-02,22,21,21,6,73.29,3,"male","unempl","full-time","single"
"673",15351,2018-01-25,21,18,17,7,66.31,1,"male","unempl","full-time","single"
"674",62532,2018-04-10,19,20,5,8.43,25.83,4,"female","empl","par-time","single"
"675",85998,2018-05-17,22,18,6,8.57,29.39,2,"female","empl","par-time","single"
"676",70684,2018-04-23,23,23,15,6.57,47.55,2,"male","empl","par-time","single"
"677",33783,2018-02-23,25,24,20,5.71,52.78,1,"male","unempl","full-time","single"
"678",36986,2018-02-28,23,25,17,6,49.39,2,"male","empl","par-time","single"
"679",30504,2018-02-18,24,19,8,8.14,32.5,4,"female","empl","par-time","married"
"680",59053,2018-04-04,22,17,26,5.86,92.88,4,"male","unempl","full-time","single"
"681",39666,2018-03-05,22,22,16,6.57,63.36,1,"male","unempl","full-time","single"
"682",72233,2018-04-25,23,22,18,6.29,56.61,2,"male","unempl","full-time","single"
"683",31417,2018-02-19,16,22,16,6.57,43.43,2,"male","empl","par-time","single"
"684",52579,2018-03-25,24,21,11,7.43,38.77,2,"female","empl","par-time","single"
"685",3039,2018-01-05,25,15,24,6.43,73.87,1,"male","unempl","full-time","single"
"686",64326,2018-04-13,22,23,15,6.57,53.63,5,"male","unempl","full-time","single"
"687",13190,2018-01-21,28,21,15,6.86,47.47,4,"male","empl","par-time","divorced"
"688",92051,2018-05-27,16,21,17,6.57,60.97,1,"male","unempl","full-time","single"
"689",66946,2018-04-17,29,19,18,6.71,59.5,1,"male","unempl","full-time","divorced"
"690",61656,2018-04-09,22,24,20,5.71,54.31,4,"male","unempl","full-time","single"
"691",56643,2018-04-01,23,20,15,7,53.18,5,"male","unempl","full-time","single"
"692",25925,2018-02-11,30,21,18,6.43,60.84,3,"male","unempl","full-time","divorced"
"693",49673,2018-03-21,26,10,14,8.57,55.93,5,"female","unempl","full-time","divorced"
"694",96546,2018-06-03,29,23,15,6.57,35.66,2,"male","empl","par-time","divorced"
"695",50504,2018-03-22,21,19,16,7,59.34,5,"male","unempl","full-time","single"
"696",39915,2018-03-05,25,18,27,5.57,86.82,5,"male","unempl","full-time","single"
"697",34198,2018-02-24,19,19,14,7.29,48.43,4,"female","empl","par-time","single"
"698",25861,2018-02-11,34,17,16,7.29,59.58,5,"male","unempl","full-time","divorced"
"699",88305,2018-05-21,23,22,14,6.86,37.86,1,"female","empl","par-time","single"
"700",99233,2018-06-07,26,24,18,6,56.22,1,"male","unempl","full-time","divorced"
"701",6979,2018-01-12,26,20,14,7.14,45.03,2,"female","empl","par-time","divorced"
"702",7065,2018-01-12,29,14,12,8.29,56.61,5,"female","unempl","par-time","divorced"
"703",74235,2018-04-29,24,26,14,6.29,38.06,1,"female","empl","par-time","single"
"704",79194,2018-05-07,19,20,11,7.57,36.11,1,"female","empl","par-time","single"
"705",51671,2018-03-24,20,20,23,5.86,71.64,3,"male","unempl","full-time","single"
"706",98040,2018-06-06,24,19,10,7.86,32.86,2,"female","empl","par-time","married"
"707",34454,2018-02-24,26,20,17,6.71,56.06,3,"male","unempl","full-time","divorced"
"708",45886,2018-03-15,24,24,14,6.57,44.44,5,"female","empl","par-time","single"
"709",35829,2018-02-27,23,19,13,7.43,42.42,4,"female","empl","par-time","single"
"710",81090,2018-05-10,28,20,10,7.71,35.8,1,"female","empl","par-time","divorced"
"711",82901,2018-05-12,18,22,14,6.86,42.43,4,"female","empl","par-time","single"
"712",93276,2018-05-29,23,22,14,6.86,40.53,1,"female","empl","par-time","single"
"713",3917,2018-01-07,27,18,17,7,55.45,1,"male","unempl","full-time","divorced"
"714",64646,2018-04-13,25,23,14,6.71,48.95,5,"female","empl","par-time","single"
"715",54630,2018-03-28,19,25,16,6.14,38.53,1,"male","empl","par-time","single"
"716",35418,2018-02-26,21,26,14,6.29,34.08,1,"female","empl","par-time","single"
"717",32614,2018-02-21,22,23,14,6.71,43.26,1,"female","empl","par-time","single"
"718",31363,2018-02-19,22,17,14,7.57,53.34,1,"female","unempl","full-time","single"
"719",55542,2018-03-30,29,18,6,8.57,27.29,4,"female","empl","par-time","married"
"720",40962,2018-03-07,19,17,16,7.29,59.86,4,"male","unempl","full-time","single"
"721",51094,2018-03-23,30,21,17,6.57,51.84,2,"male","unempl","full-time","divorced"
"722",63291,2018-04-11,23,17,13,7.71,52.64,5,"female","unempl","par-time","single"
"723",20107,2018-02-01,20,21,22,5.86,72.47,4,"male","unempl","full-time","single"
"724",26713,2018-02-12,24,16,6,8.86,26.31,1,"female","empl","par-time","married"
"725",81777,2018-05-11,22,19,22,6.14,67.65,1,"male","unempl","full-time","single"
"726",6458,2018-01-11,19,20,14,7.14,58.2,5,"female","unempl","full-time","single"
"727",29342,2018-02-16,22,22,15,6.71,51.56,2,"male","unempl","full-time","single"
"728",53327,2018-03-26,26,22,23,5.57,72.87,4,"male","unempl","full-time","divorced"
"729",43512,2018-03-11,23,17,18,7,64.43,2,"male","unempl","full-time","single"
"730",99816,2018-05-01,23,22,22,5.71,65.36,2,"male","unempl","full-time","single"
"731",95525,2018-06-02,29,23,13,6.86,46.57,3,"female","empl","par-time","divorced"
"732",7217,2018-01-12,22,17,18,7,69.56,3,"male","unempl","full-time","single"
"733",9136,2018-01-15,25,22,10,7.43,33.07,3,"female","empl","par-time","married"
"734",5967,2018-01-10,20,24,29,4.43,79.43,5,"male","unempl","full-time","single"
"735",72986,2018-04-27,23,18,15,7.29,55.37,5,"male","unempl","full-time","single"
"736",1136,2018-01-02,30,19,19,6.57,58.61,3,"male","unempl","full-time","divorced"
"737",31071,2018-02-19,24,24,19,5.86,54.08,1,"male","unempl","full-time","single"
"738",23349,2018-02-07,24,21,22,5.86,74.85,3,"male","unempl","full-time","single"
"739",46832,2018-03-16,23,14,16,7.71,60.53,4,"male","unempl","full-time","single"
"740",17530,2018-01-28,26,16,10,8.29,52.07,3,"female","unempl","par-time","divorced"
"741",93548,2018-05-29,23,22,11,7.29,24.88,4,"female","empl","par-time","married"
"742",63841,2018-04-12,24,21,17,6.57,54.49,1,"male","unempl","full-time","single"
"743",57228,2018-04-02,25,19,19,6.57,66.34,5,"male","unempl","full-time","single"
"744",45830,2018-03-14,31,22,16,6.57,44.84,3,"male","empl","par-time","divorced"
"745",19421,2018-01-31,20,18,15,7.29,51.71,4,"male","unempl","full-time","single"
"746",6747,2018-01-11,25,23,22,5.57,64.52,3,"male","unempl","full-time","single"
"747",73955,2018-04-28,22,22,9,7.57,22.2,2,"female","empl","par-time","single"
"748",25236,2018-02-10,22,19,15,7.14,53.45,2,"male","unempl","full-time","single"
"749",47152,2018-03-17,19,17,20,6.71,83.05,4,"male","unempl","full-time","single"
"750",86828,2018-05-19,24,18,17,7,59.09,4,"male","unempl","full-time","single"
"751",34742,2018-02-25,19,22,10,7.43,33.67,2,"female","empl","par-time","single"
"752",10934,2018-01-18,23,21,12,7.29,44.37,5,"female","empl","par-time","single"
"753",20500,2018-02-02,19,19,14,7.29,43.69,5,"female","empl","par-time","single"
"754",99101,2018-06-07,21,22,14,6.86,47.76,2,"female","empl","par-time","single"
"755",37749,2018-03-02,24,18,23,6.14,73.09,5,"male","unempl","full-time","single"
"756",15393,2018-01-25,25,23,10,7.29,19.8,5,"female","unempl","par-time","married"
"757",92794,2018-05-28,26,17,23,6.29,76.7,5,"male","unempl","full-time","divorced"
"758",86438,2018-05-18,18,22,16,6.57,52.12,3,"male","unempl","full-time","single"
"759",39717,2018-03-05,16,17,12,7.86,45.85,1,"female","empl","par-time","single"
"760",5451,2018-01-09,25,19,17,6.86,57.03,3,"male","unempl","full-time","single"
"761",31742,2018-02-20,18,19,14,7.29,47.8,4,"female","empl","par-time","single"
"762",32571,2018-02-21,25,19,10,7.86,39.89,1,"female","empl","par-time","single"
"763",35263,2018-02-26,23,18,14,7.43,39.6,2,"female","empl","par-time","single"
"764",85675,2018-05-17,19,15,19,7.14,69,2,"male","unempl","full-time","single"
"765",93958,2018-05-30,27,21,15,6.86,37.68,3,"male","empl","par-time","divorced"
"766",40015,2018-03-05,20,22,15,6.71,44.23,5,"male","empl","par-time","single"
"767",60353,2018-04-07,25,14,22,6.86,76.04,3,"male","unempl","full-time","single"
"768",69588,2018-04-21,26,16,6,8.86,28.36,4,"female","empl","par-time","married"
"769",64065,2018-04-13,19,25,14,6.43,42.09,3,"female","empl","par-time","single"
"770",16294,2018-01-26,26,19,18,6.71,54.01,4,"male","unempl","full-time","divorced"
"771",53337,2018-03-26,17,24,11,7,24.61,2,"female","empl","par-time","single"
"772",29760,2018-02-17,25,21,15,6.86,47.18,1,"male","empl","par-time","single"
"773",361,2018-01-01,18,12,24,6.86,90.86,5,"male","unempl","full-time","single"
"774",39959,2018-03-05,21,19,16,7,50.62,1,"male","unempl","full-time","single"
"775",21661,2018-02-04,26,20,16,6.86,50.09,4,"male","unempl","full-time","divorced"
"776",85028,2018-05-16,17,22,15,6.71,47.87,1,"male","empl","par-time","single"
"777",22267,2018-02-05,26,26,19,5.57,52.09,5,"male","unempl","full-time","divorced"
"778",39843,2018-03-05,26,24,15,6.43,44.72,1,"male","empl","par-time","divorced"
"779",87421,2018-05-20,25,23,17,6.29,45.83,1,"male","empl","par-time","single"
"780",19664,2018-02-01,29,19,17,6.86,63.95,4,"male","unempl","full-time","divorced"
"781",2156,2018-01-04,22,21,25,5.43,75.7,1,"male","unempl","full-time","single"
"782",21147,2018-02-03,24,15,11,8.29,46.03,5,"female","empl","par-time","single"
"783",42584,2018-03-09,19,17,17,7.14,73.95,5,"male","unempl","full-time","single"
"784",44834,2018-03-13,27,18,13,7.57,49.45,5,"female","empl","par-time","divorced"
"785",22401,2018-02-05,21,26,13,6.43,35.52,5,"female","empl","par-time","single"
"786",37132,2018-03-01,21,25,9,7.14,24.97,3,"female","empl","par-time","single"
"787",46023,2018-03-15,23,21,16,6.71,48.05,5,"male","empl","par-time","single"
"788",85681,2018-05-17,26,18,10,8,37.58,3,"female","empl","par-time","divorced"
"789",26993,2018-02-12,23,23,15,6.57,48.77,5,"male","empl","par-time","single"
"790",66870,2018-04-17,21,17,9,8.29,43.04,4,"female","empl","par-time","single"
"791",4507,2018-01-08,22,21,13,7.14,36.9,2,"female","empl","par-time","single"
"792",86405,2018-05-18,28,20,16,6.86,49.14,1,"male","empl","par-time","divorced"
"793",98284,2018-06-06,19,23,17,6.29,53.8,4,"male","unempl","full-time","single"
"794",58716,2018-04-04,19,20,19,6.43,58.31,4,"male","unempl","full-time","single"
"795",94697,2018-05-31,21,21,9,7.71,34.11,2,"female","empl","par-time","single"
"796",43585,2018-03-11,21,22,7,7.86,20.56,3,"female","empl","par-time","single"
"797",30482,2018-02-18,21,17,17,7.14,57.83,1,"male","unempl","full-time","single"
"798",98811,2018-06-07,25,19,8,8.14,28.73,4,"female","empl","par-time","married"
"799",94749,2018-05-31,19,24,17,6.14,51.1,5,"male","unempl","full-time","single"
"800",25426,2018-02-10,19,23,15,6.57,47.33,2,"male","empl","par-time","single"
"801",64894,2018-04-14,22,18,10,8,31.92,3,"female","empl","par-time","single"
"802",93802,2018-05-30,25,17,20,6.71,60.32,2,"male","unempl","full-time","single"
"803",79677,2018-05-07,21,16,11,8.14,40.37,3,"female","empl","par-time","single"
"804",11134,2018-01-18,20,20,17,6.71,54.14,2,"male","unempl","full-time","single"
"805",10468,2018-01-17,22,15,18,7.29,62.96,3,"male","unempl","full-time","single"
"806",52984,2018-03-26,21,22,10,7.43,33.13,1,"female","empl","par-time","single"
"807",33296,2018-02-23,22,18,19,6.71,58.15,4,"male","unempl","full-time","single"
"808",2742,2018-01-05,22,24,8,7.43,15.76,4,"female","unempl","par-time","single"
"809",43803,2018-03-11,19,15,17,7.43,59.77,2,"male","unempl","full-time","single"
"810",4526,2018-01-08,23,16,8,8.57,36.19,2,"female","empl","par-time","single"
"811",48668,2018-03-19,22,21,13,7.14,38.59,2,"female","empl","par-time","single"
"812",40025,2018-03-05,26,21,19,6.29,57.38,2,"male","unempl","full-time","divorced"
"813",34215,2018-02-24,18,24,7,7.57,17.62,1,"female","unempl","par-time","single"
"814",38915,2018-03-03,24,22,19,6.14,58.86,1,"male","unempl","full-time","single"
"815",5971,2018-01-10,27,21,18,6.43,56.7,5,"male","unempl","full-time","divorced"
"816",2173,2018-01-04,29,18,18,6.86,53.93,1,"male","unempl","full-time","divorced"
"817",42315,2018-03-09,28,25,22,5.29,60.64,4,"male","unempl","full-time","divorced"
"818",12553,2018-01-20,21,19,13,7.43,41.76,5,"female","empl","par-time","single"
"819",93288,2018-05-29,19,17,17,7.14,50.57,3,"male","unempl","full-time","single"
"820",26353,2018-02-11,26,22,5,8.14,21.46,2,"female","empl","par-time","married"
"821",19818,2018-02-01,28,23,10,7.29,27.98,5,"female","empl","par-time","married"
"822",42246,2018-03-09,28,22,20,6,58.54,2,"male","unempl","full-time","divorced"
"823",69404,2018-04-21,20,21,12,7.29,41.48,3,"female","empl","par-time","single"
"824",81132,2018-05-10,26,17,12,7.86,41.14,3,"female","empl","par-time","divorced"
"825",47959,2018-03-18,22,20,15,7,45.42,2,"male","empl","par-time","single"
"826",84708,2018-05-15,20,20,18,6.57,58.6,2,"male","unempl","full-time","single"
"827",33207,2018-02-22,24,23,15,6.57,43.55,2,"male","empl","par-time","single"
"828",31881,2018-02-20,23,18,13,7.57,46.83,3,"female","empl","par-time","single"
"829",58820,2018-04-04,24,22,14,6.86,42.59,4,"female","empl","par-time","single"
"830",4495,2018-01-08,21,15,22,6.71,73.73,1,"male","unempl","full-time","single"
"831",55156,2018-03-29,21,26,10,6.86,28.19,5,"female","empl","par-time","single"
"832",95701,2018-06-02,19,19,10,7.86,34.06,2,"female","empl","par-time","single"
"833",84953,2018-05-16,28,17,13,7.71,46.93,5,"female","empl","par-time","divorced"
"834",8493,2018-01-14,25,21,13,7.14,36.62,3,"female","empl","par-time","single"
"835",94307,2018-05-31,21,15,13,8,56.78,3,"female","unempl","par-time","single"
"836",31093,2018-02-19,27,24,18,6,56.78,3,"male","unempl","full-time","divorced"
"837",224,2018-01-01,23,26,10,6.86,20.2,4,"female","empl","par-time","married"
"838",63319,2018-04-11,25,22,10,7.43,31.75,3,"female","empl","par-time","married"
"839",26011,2018-02-11,25,20,13,7.29,43.64,5,"female","empl","par-time","single"
"840",13537,2018-01-22,25,20,18,6.57,58.63,1,"male","unempl","full-time","single"
"841",48266,2018-03-18,22,21,13,7.14,41.11,2,"female","empl","par-time","single"
"842",53611,2018-03-27,20,17,12,7.86,34.91,1,"female","empl","par-time","single"
"843",75747,2018-05-01,16,17,13,7.71,36.68,3,"female","empl","par-time","single"
"844",15985,2018-01-26,23,20,12,7.43,31.15,5,"female","empl","par-time","married"
"845",36868,2018-02-28,16,17,14,7.57,51.98,5,"female","unempl","full-time","single"
"846",31104,2018-02-19,26,21,14,7,40.54,5,"female","empl","par-time","divorced"
"847",72061,2018-04-25,18,23,10,7.29,21.22,3,"female","empl","par-time","single"
"848",81232,2018-05-10,25,20,15,7,47.26,5,"male","empl","par-time","single"
"849",14432,2018-01-23,23,23,14,6.71,35.61,1,"female","empl","par-time","single"
"850",39346,2018-03-04,16,21,19,6.29,61.63,2,"male","unempl","full-time","single"
"851",64810,2018-04-14,20,19,9,8,32.4,1,"female","empl","par-time","single"
"852",48009,2018-03-18,24,21,16,6.71,48.04,3,"male","empl","par-time","single"
"853",16596,2018-01-27,26,22,20,6,66.52,4,"male","unempl","full-time","divorced"
"854",72338,2018-04-26,21,17,23,6.29,72.55,5,"male","unempl","full-time","single"
"855",43674,2018-03-11,26,18,21,6.43,65.6,5,"male","unempl","full-time","divorced"
"856",13916,2018-01-23,26,18,13,7.57,45.5,1,"female","empl","par-time","divorced"
"857",70212,2018-04-22,19,20,10,7.71,36.71,5,"female","empl","par-time","single"
"858",6408,2018-01-11,27,19,19,6.57,69.91,5,"male","unempl","full-time","divorced"
"859",43559,2018-03-11,28,18,21,6.43,77.2,3,"male","unempl","full-time","divorced"
"860",69519,2018-04-21,20,22,21,5.86,52.16,4,"male","unempl","full-time","single"
"861",2502,2018-01-04,22,18,12,7.71,45.98,3,"female","empl","par-time","single"
"862",80912,2018-05-09,25,20,19,6.43,55.2,1,"male","unempl","full-time","single"
"863",29926,2018-02-17,22,24,14,6.57,37.95,4,"female","empl","par-time","single"
"864",77374,2018-05-04,21,17,11,8,43.41,4,"female","empl","par-time","single"
"865",2917,2018-01-05,20,14,17,7.57,64.24,4,"male","unempl","full-time","single"
"866",62823,2018-04-11,28,24,15,6.43,37.98,5,"male","empl","par-time","divorced"
"867",1469,2018-01-03,26,17,17,7.14,71.01,2,"male","unempl","full-time","divorced"
"868",24964,2018-02-09,23,20,13,7.29,45.02,5,"female","empl","par-time","single"
"869",69811,2018-04-22,21,20,13,7.29,39.09,1,"female","empl","par-time","single"
"870",48280,2018-03-18,21,15,10,8.43,41.93,3,"female","empl","par-time","single"
"871",32836,2018-02-22,24,18,21,6.43,64.45,4,"male","unempl","full-time","single"
"872",75375,2018-05-01,27,22,18,6.29,55.01,4,"male","unempl","full-time","divorced"
"873",84676,2018-05-15,25,20,13,7.29,41.95,1,"female","empl","par-time","single"
"874",91441,2018-05-26,30,18,21,6.43,73.14,2,"male","unempl","full-time","divorced"
"875",67228,2018-04-18,22,24,15,6.43,53.99,3,"male","unempl","full-time","single"
"876",93144,2018-05-29,23,22,17,6.43,47.37,3,"male","empl","par-time","single"
"877",13543,2018-01-22,27,20,17,6.71,55.99,2,"male","unempl","full-time","divorced"
"878",94328,2018-05-31,29,21,17,6.57,45.76,3,"male","empl","par-time","divorced"
"879",79804,2018-05-08,22,23,14,6.71,44.44,3,"female","empl","par-time","single"
"880",45054,2018-03-13,22,15,12,8.14,51.58,4,"female","unempl","par-time","single"
"881",78129,2018-05-05,26,17,7,8.57,36,2,"female","empl","par-time","divorced"
"882",53869,2018-03-27,23,18,16,7.14,51.03,4,"male","unempl","full-time","single"
"883",97071,2018-06-04,21,18,7,8.43,29.42,5,"female","empl","par-time","single"
"884",83375,2018-05-13,28,18,18,6.86,55.29,1,"male","unempl","full-time","divorced"
"885",35560,2018-02-26,29,20,8,8,45.25,5,"female","empl","par-time","divorced"
"886",13505,2018-01-22,19,21,18,6.43,50.71,2,"male","unempl","full-time","single"
"887",29904,2018-02-17,29,12,15,8.14,63.17,4,"male","unempl","full-time","divorced"
"888",86966,2018-05-19,18,20,7,8.14,28.97,3,"female","empl","par-time","single"
"889",67743,2018-04-18,28,20,12,7.43,35.68,2,"female","empl","par-time","divorced"
"890",5886,2018-01-10,18,25,16,6.14,47.79,4,"male","empl","par-time","single"
"891",41942,2018-03-08,25,20,18,6.57,60.11,2,"male","unempl","full-time","single"
"892",12754,2018-01-21,21,15,13,8,48.94,5,"female","empl","par-time","single"
"893",91160,2018-05-26,28,21,19,6.29,63.31,2,"male","unempl","full-time","divorced"
"894",99166,2018-05-31,24,20,18,6.57,59.34,5,"male","unempl","full-time","single"
"895",96450,2018-06-03,25,22,10,7.43,29.74,1,"female","empl","par-time","married"
"896",22287,2018-02-05,28,15,20,7,68.44,1,"male","unempl","full-time","divorced"
"897",25290,2018-02-10,22,17,21,6.57,73.65,2,"male","unempl","full-time","single"
"898",27648,2018-02-14,23,19,11,7.71,33.26,5,"female","empl","par-time","married"
"899",68121,2018-04-19,27,17,14,7.57,44.6,2,"female","empl","par-time","divorced"
"900",10510,2018-01-17,31,19,17,6.86,63.99,2,"male","unempl","full-time","divorced"
"901",83958,2018-05-14,22,21,14,7,45.85,2,"female","empl","par-time","single"
"902",29847,2018-02-17,29,20,12,7.43,38.27,2,"female","empl","par-time","divorced"
"903",53033,2018-03-26,21,22,11,7.29,38.91,2,"female","empl","par-time","single"
"904",58446,2018-04-04,21,22,21,5.86,67.1,1,"male","unempl","full-time","single"
"905",14577,2018-01-24,26,17,18,7,56.76,5,"male","unempl","full-time","divorced"
"906",79584,2018-05-07,21,23,14,6.71,45.98,4,"female","empl","par-time","single"
"907",34922,2018-02-25,19,20,12,7.43,33.46,2,"female","empl","par-time","single"
"908",62681,2018-04-10,19,14,12,8.29,47.41,1,"female","empl","par-time","single"
"909",39524,2018-03-05,27,20,17,6.71,53.23,1,"male","unempl","full-time","divorced"
"910",28074,2018-02-14,23,25,19,5.71,55.68,3,"male","unempl","full-time","single"
"911",66470,2018-04-16,22,19,18,6.71,45.97,5,"male","empl","par-time","single"
"912",21616,2018-02-04,29,21,23,5.71,64.08,5,"male","unempl","full-time","divorced"
"913",46294,2018-03-15,23,21,14,7,50.17,5,"female","unempl","full-time","single"
"914",10239,2018-01-17,17,19,15,7.14,43.76,4,"male","empl","par-time","single"
"915",16129,2018-01-26,20,26,20,5.43,58.64,5,"male","unempl","full-time","single"
"916",34538,2018-02-25,27,21,22,5.86,66.21,1,"male","unempl","full-time","divorced"
"917",7357,2018-01-12,28,23,2,8.43,6.05,2,"female","unempl","par-time","married"
"918",82036,2018-05-11,24,21,13,7.14,36.88,2,"female","empl","par-time","single"
"919",7873,2018-01-13,27,17,14,7.57,65.74,5,"female","unempl","full-time","divorced"
"920",63179,2018-04-11,25,24,18,6,57.33,3,"male","unempl","full-time","single"
"921",59091,2018-04-05,24,21,15,6.86,40.42,2,"male","empl","par-time","single"
"922",37923,2018-03-02,21,19,13,7.43,38.68,3,"female","empl","par-time","single"
"923",27333,2018-02-13,22,20,22,6,71.54,1,"male","unempl","full-time","single"
"924",35977,2018-02-27,24,22,22,5.71,70.47,3,"male","unempl","full-time","single"
"925",22064,2018-02-05,26,23,10,7.29,24.35,1,"female","empl","par-time","married"
"926",41792,2018-03-08,24,18,22,6.29,76.79,5,"male","unempl","full-time","single"
"927",84514,2018-05-15,21,21,8,7.86,32.52,5,"female","empl","par-time","single"
"928",47820,2018-03-18,21,26,22,5.14,61.01,1,"male","unempl","full-time","single"
"929",90504,2018-05-25,18,24,8,7.43,24.84,5,"female","empl","par-time","single"
"930",98728,2018-06-07,22,17,18,7,68.56,1,"male","unempl","full-time","single"
"931",66671,2018-04-17,29,19,13,7.43,47.3,5,"female","empl","par-time","divorced"
"932",75478,2018-05-01,30,24,21,5.57,54.89,2,"male","unempl","full-time","divorced"
"933",99364,2018-05-09,19,14,17,7.57,73.12,2,"male","unempl","full-time","single"
"934",25251,2018-02-10,28,19,17,6.86,50.56,3,"male","unempl","full-time","divorced"
"935",18067,2018-01-29,23,19,21,6.29,70.18,2,"male","unempl","full-time","single"
"936",47695,2018-03-18,24,20,13,7.29,43.08,4,"female","empl","par-time","single"
"937",29475,2018-02-17,24,17,14,7.57,55.37,1,"female","unempl","full-time","single"
"938",38084,2018-03-02,21,20,21,6.14,75.13,4,"male","unempl","full-time","single"
"939",48574,2018-03-19,18,23,25,5.14,78.28,4,"male","unempl","full-time","single"
"940",42703,2018-03-10,25,23,14,6.71,45.3,3,"female","empl","par-time","single"
"941",27790,2018-02-14,19,23,22,5.57,59.09,4,"male","unempl","full-time","single"
"942",69144,2018-04-21,21,21,13,7.14,38.28,3,"female","empl","par-time","single"
"943",66683,2018-04-17,24,20,12,7.43,45.79,1,"female","empl","par-time","single"
"944",79576,2018-05-07,26,22,19,6.14,51.71,5,"male","unempl","full-time","divorced"
"945",3500,2018-01-06,25,16,13,7.86,39.73,2,"female","empl","par-time","single"
"946",86773,2018-05-19,23,17,10,8.14,38.11,3,"female","empl","par-time","single"
"947",24698,2018-02-09,28,20,10,7.71,31.62,3,"female","empl","par-time","married"
"948",265,2018-01-01,20,16,21,6.71,69.14,3,"male","unempl","full-time","single"
"949",53342,2018-03-27,23,22,14,6.86,48.91,3,"female","empl","par-time","single"
"950",3716,2018-01-06,26,24,13,6.71,38.33,4,"female","empl","par-time","divorced"
"951",13634,2018-01-22,31,22,23,5.57,83.83,4,"male","unempl","full-time","divorced"
"952",74,2018-01-01,26,18,5,8.71,24.48,4,"female","empl","par-time","married"
"953",20316,2018-02-02,20,15,15,7.71,55.78,5,"male","unempl","full-time","single"
"954",52137,2018-03-25,26,24,8,7.43,34.29,4,"female","empl","par-time","married"
"955",51356,2018-03-23,27,18,12,7.71,47.22,4,"female","empl","par-time","divorced"
"956",47493,2018-03-17,28,16,20,6.86,62.51,4,"male","unempl","full-time","divorced"
"957",40454,2018-03-06,23,18,22,6.29,67.65,3,"male","unempl","full-time","single"
"958",42346,2018-03-09,21,19,17,6.86,58.55,1,"male","unempl","full-time","single"
"959",38834,2018-03-03,26,18,20,6.57,65.18,3,"male","unempl","full-time","divorced"
"960",68115,2018-04-19,26,21,18,6.43,61.55,1,"male","unempl","full-time","divorced"
"961",76347,2018-05-02,19,16,16,7.43,52.03,3,"male","unempl","full-time","single"
"962",68027,2018-04-19,21,18,12,7.71,46.14,3,"female","empl","par-time","single"
"963",3306,2018-01-06,22,20,13,7.29,42.74,2,"female","empl","par-time","single"
"964",69766,2018-04-22,27,21,16,6.71,42.77,2,"male","empl","par-time","divorced"
"965",20184,2018-02-02,32,16,19,7,69.13,5,"male","unempl","full-time","divorced"
"966",64813,2018-04-14,19,19,16,7,53.63,5,"male","unempl","full-time","single"
"967",80630,2018-05-09,17,27,12,6.43,25.4,3,"female","empl","par-time","single"
"968",58619,2018-04-04,27,21,13,7.14,47.64,3,"female","empl","par-time","divorced"
"969",71379,2018-04-24,20,20,9,7.86,39.17,4,"female","empl","par-time","single"
"970",58347,2018-04-04,23,25,13,6.57,36.64,2,"female","empl","par-time","single"
"971",52794,2018-03-26,21,16,22,6.57,66.86,2,"male","unempl","full-time","single"
"972",13840,2018-01-23,20,19,23,6,72.3,4,"male","unempl","full-time","single"
"973",87720,2018-05-20,29,15,10,8.43,34.68,1,"female","empl","par-time","married"
"974",18986,2018-01-31,24,21,21,6,69.2,5,"male","unempl","full-time","single"
"975",92843,2018-05-29,25,24,15,6.43,43.11,2,"male","empl","par-time","single"
"976",16361,2018-01-27,23,17,16,7.29,57.91,4,"male","unempl","full-time","single"
"977",213,2018-01-01,21,22,16,6.57,44.34,5,"male","empl","par-time","single"
"978",24806,2018-02-09,27,16,13,7.86,49.54,2,"female","empl","par-time","divorced"
