"","id_num","date","awards","math","physics","hpw","gender","imp","school+prog"
"1923",6363,2019-01-03,3,17.7,18.6,1.84615384615385,"female",3,"Private/0"
"1932",7755,2019-01-03,3,20.1,26.4,2.07692307692308,"female",3,"Private/1"
"1939",47522,2019-01-17,3,19.2,12.7,4.15384615384615,"female",3,"Private/1"
"1940",72620,2019-01-26,3,18.9,22.4,2.76923076923077,"female",3,"Private/2"
"1954",48789,2019-01-17,3,16.8,19.6,3.46153846153846,"female",3,"Private/0"
"1959",49433,2019-01-18,3,20.4,19.3,3.46153846153846,"female",3,"Private/0"
"1963",24153,2019-01-09,3,16.8,19,4.61538461538461,"female",4,"Private/0"
"1975",24737,2019-01-09,3,16.8,20.2,3.23076923076923,"female",3,"Private/1"
"1976",84804,2019-01-30,3,20.7,17.1,2.53846153846154,"female",4,"Private/1"
"1986",23267,2019-01-09,3,19.2,13.3,3.92307692307692,"female",3,"Private/2"
"1988",64723,2019-01-23,3,20.1,17,4.61538461538461,"female",4,"Private/2"
"1991",77049,2019-01-27,3,18.9,24.5,3.46153846153846,"female",3,"Private/1"
"1995",10317,2019-01-04,3,19.5,20,4.38461538461539,"female",3,"Private/0"
"2000",4776,2019-01-02,3,20.7,23.9,2.30769230769231,"female",4,"Private/2"
"2004",30209,2019-01-11,3,20.1,19.7,4.61538461538461,"female",3,"Private/1"
"2009",18180,2019-01-07,3,17.4,17.4,3.69230769230769,"female",4,"Private/2"
"2010",14197,2019-01-05,3,20.7,21.5,2.53846153846154,"female",3,"Private/0"
"2016",29883,2019-01-11,3,15.9,14.2,3,"female",3,"Private/1"
"2020",61563,2019-01-22,3,18,20.5,2.30769230769231,"female",3,"Private/1"
"2023",7657,2019-01-03,3,20.1,25.5,6.23076923076923,"female",3,"Private/2"
"2030",72449,2019-01-26,3,11.4,21.5,3.92307692307692,"female",3,"Private/1"
"2031",72762,2019-01-26,3,20.4,22.7,3.69230769230769,"female",4,"Private/0"
"2041",81155,2019-01-29,3,18.3,22.4,2.53846153846154,"female",3,"Private/1"
"2048",25630,2019-01-09,3,13.2,19.2,4.38461538461539,"female",4,"Private/1"
"2063",67532,2019-01-24,3,17.1,25.3,3.23076923076923,"female",3,"Private/1"
"2067",42894,2019-01-15,3,20.1,16.9,3.69230769230769,"female",4,"Private/1"
"2073",87823,2019-01-31,3,20.1,21.3,3.69230769230769,"female",4,"Private/0"
"2078",22435,2019-01-08,3,20.4,18.9,4.38461538461539,"female",4,"Private/2"
"2079",37673,2019-01-14,3,20.1,18.4,6.23076923076923,"female",3,"Private/2"
"2090",91284,2019-02-01,3,20.4,20.9,2.30769230769231,"female",3,"Private/1"
"2101",57743,2019-01-21,3,18.3,23.5,1.38461538461538,"female",4,"Private/0"
"2111",40112,2019-01-14,3,19.5,19.3,4.61538461538461,"female",4,"Private/1"
"2112",94401,2019-02-02,3,19.5,21.8,4.38461538461539,"female",3,"Private/1"
"2119",10680,2019-01-04,3,17.7,25.3,3.46153846153846,"female",4,"Private/1"
"2133",47119,2019-01-17,3,18.3,23.9,2.53846153846154,"female",3,"Private/1"
"2136",76210,2019-01-27,3,19.8,24.8,3,"female",4,"Private/0"
"2140",64543,2019-01-23,3,18.9,21.3,1.38461538461538,"female",4,"Private/1"
"2144",72723,2019-01-26,3,18.9,15.5,3.46153846153846,"female",3,"Private/0"
"2145",31582,2019-01-11,3,19.5,21.6,2.53846153846154,"female",4,"Private/0"
"2152",34137,2019-01-12,3,18.3,15.8,2.76923076923077,"female",3,"Private/3"
"2156",70538,2019-01-25,3,21,17.1,5.07692307692308,"female",4,"Private/3"
"2158",12231,2019-01-05,3,20.7,17.8,4.15384615384615,"female",3,"Private/1"
"2159",84790,2019-01-30,3,19.2,20.1,4.84615384615385,"female",4,"Private/0"
"2160",28302,2019-01-10,3,17.7,21.3,3.23076923076923,"female",3,"Private/1"
"2163",90047,2019-02-01,3,15.6,25.1,2.76923076923077,"female",4,"Private/1"
"2168",28297,2019-01-10,3,18.6,18.8,3.46153846153846,"female",4,"Private/1"
"2169",41152,2019-01-15,3,15,18.4,2.76923076923077,"female",3,"Private/0"
"2175",38156,2019-01-14,3,13.8,19.7,4.61538461538461,"female",4,"Private/1"
"2185",81321,2019-01-29,3,19.2,18,4.38461538461539,"female",3,"Private/1"
"2187",53698,2019-01-19,3,19.5,14.7,1.84615384615385,"female",4,"Private/2"
"2189",17670,2019-01-07,3,13.8,18.3,5.30769230769231,"female",3,"Private/1"
"2204",99240,2019-01-23,3,10.2,23.6,4.15384615384615,"female",4,"Private/1"
"2206",63176,2019-01-22,3,17.7,14.1,3.23076923076923,"female",4,"Private/0"
"2207",14008,2019-01-05,3,19.8,18.8,1.61538461538462,"female",4,"Private/0"
"2208",91002,2019-02-01,3,18.9,22.4,3.69230769230769,"female",4,"Private/1"
"2214",19420,2019-01-07,3,18,24.1,5.53846153846154,"female",3,"Private/1"
"2217",91256,2019-02-01,3,16.8,15.3,3.46153846153846,"female",4,"Private/1"
"2220",42159,2019-01-15,3,18,23.5,5.53846153846154,"female",4,"Private/0"
"2221",32025,2019-01-12,3,20.4,23.2,3,"female",4,"Private/2"
"2237",86920,2019-01-31,3,14.4,20.1,3.46153846153846,"female",3,"Private/0"
"2241",50296,2019-01-18,3,18,19.4,3.69230769230769,"female",3,"Private/0"
"2243",91557,2019-02-01,3,20.4,25.4,2.53846153846154,"female",3,"Private/2"
"2244",55917,2019-01-20,3,20.7,21.8,2.53846153846154,"female",4,"Private/0"
"2253",53403,2019-01-19,3,18.3,25.4,1.84615384615385,"female",4,"Private/0"
"2262",34905,2019-01-13,3,19.5,21.5,2.76923076923077,"female",4,"Private/0"
"2266",84277,2019-01-30,3,18,24.2,3.23076923076923,"female",3,"Private/2"
"2275",76212,2019-01-27,3,20.7,15.5,4.15384615384615,"female",3,"Private/1"
"2278",51304,2019-01-18,3,20.4,22.4,3.23076923076923,"female",3,"Private/2"
"2288",63882,2019-01-23,3,19.5,18.7,3.46153846153846,"female",4,"Private/0"
"2292",84989,2019-01-30,3,20.7,18.1,3.69230769230769,"female",4,"Private/1"
"2294",21744,2019-01-08,3,18.3,17.5,3.23076923076923,"female",3,"Private/2"
"2295",58910,2019-01-21,3,14.4,15.3,5.30769230769231,"female",3,"Private/1"
"2296",65077,2019-01-23,3,20.1,20.4,5.07692307692308,"female",3,"Private/1"
"2298",8337,2019-01-03,3,14.7,19.7,3.69230769230769,"female",3,"Private/2"
"2303",2846,2019-01-01,3,20.4,19.6,4.15384615384615,"female",4,"Private/3"
"2309",10528,2019-01-04,3,19.2,17.5,4.61538461538461,"female",4,"Private/0"
"2312",67419,2019-01-24,3,12.3,21.4,1.61538461538462,"female",3,"Private/0"
"2315",43555,2019-01-16,3,19.8,17.9,3.46153846153846,"female",4,"Private/0"
"2316",55277,2019-01-20,3,16.5,21.4,3.92307692307692,"female",3,"Private/2"
"2317",92046,2019-02-02,3,20.7,15,4.38461538461539,"female",4,"Private/0"
"2318",3551,2019-01-02,3,16.5,21.8,2.53846153846154,"female",3,"Private/0"
"2327",10500,2019-01-04,3,18,24,3,"female",4,"Private/0"
"2335",13768,2019-01-05,3,8.7,17.4,3.23076923076923,"female",3,"Private/0"
"2338",97538,2019-02-03,3,21,20,3.92307692307692,"female",4,"Private/0"
"2339",52655,2019-01-19,3,12,20.6,3.23076923076923,"female",3,"Private/1"
"2341",86629,2019-01-31,3,20.4,14.5,4.84615384615385,"female",3,"Private/1"
"2342",32291,2019-01-12,3,17.7,23.3,5.30769230769231,"female",3,"Private/0"
"2353",39028,2019-01-14,3,17.4,21.3,3.23076923076923,"female",3,"Private/0"
"2359",47089,2019-01-17,3,17.7,16,3,"female",4,"Private/0"
"2363",22217,2019-01-08,3,14.4,24.1,3.92307692307692,"female",3,"Private/1"
"2364",15876,2019-01-06,3,19.5,15.5,2.76923076923077,"female",4,"Private/0"
"2365",12132,2019-01-05,3,18.6,16.8,4.38461538461539,"female",4,"Private/1"
"2375",38011,2019-01-14,3,20.7,27,3.46153846153846,"female",3,"Private/1"
"2380",48198,2019-01-17,3,20.4,20,4.38461538461539,"female",3,"Private/0"
"2383",98839,2019-01-11,3,20.4,19.5,4.61538461538461,"female",3,"Private/0"
"2390",17808,2019-01-07,3,20.4,14.8,3.23076923076923,"female",4,"Private/2"
"2391",40071,2019-01-14,3,18.6,24.9,0.923076923076923,"female",4,"Private/2"
"2393",74898,2019-01-27,3,17.7,20.9,3,"female",3,"Private/2"
"2394",53976,2019-01-19,3,20.7,16.2,3.23076923076923,"female",3,"Private/0"
"2395",12300,2019-01-05,3,20.1,15.8,3.46153846153846,"female",4,"Private/0"
"2398",49199,2019-01-18,3,20.4,22.7,4.38461538461539,"female",4,"Private/1"
"2413",21976,2019-01-08,3,12.3,17.6,4.38461538461539,"female",4,"Private/0"
"2415",38553,2019-01-14,3,18,24.6,4.38461538461539,"female",4,"Private/1"
"2416",70610,2019-01-25,3,20.1,21,4.38461538461539,"female",3,"Private/1"
"2427",79756,2019-01-28,3,12.6,22.3,3,"female",3,"Private/0"
"2435",26713,2019-01-10,3,17.4,16.3,1.84615384615385,"female",3,"Private/1"
"2442",49256,2019-01-18,3,20.1,19.8,2.76923076923077,"female",4,"Private/1"
"2444",16364,2019-01-06,3,19.5,25.8,4.84615384615385,"female",4,"Private/0"
"2447",86217,2019-01-31,3,16.8,17.5,4.38461538461539,"female",4,"Private/0"
"2455",99103,2019-02-03,3,18.3,19.5,4.38461538461539,"female",3,"Private/1"
"2456",34080,2019-01-12,3,17.1,22.6,4.15384615384615,"female",3,"Private/2"
"2459",77847,2019-01-28,3,17.4,17.2,3.23076923076923,"female",3,"Private/1"
"2461",95116,2019-02-03,3,18.3,25.6,3.46153846153846,"female",3,"Private/3"
"2464",22463,2019-01-08,3,20.4,22.3,3.69230769230769,"female",3,"Private/2"
"2470",67219,2019-01-24,3,13.2,20.1,4.61538461538461,"female",4,"Private/0"
"2472",68023,2019-01-24,3,20.1,23.5,3.69230769230769,"female",4,"Private/1"
"2476",21649,2019-01-08,3,20.7,18.5,3.92307692307692,"female",4,"Private/2"
"2477",75993,2019-01-27,3,15,15.3,2.30769230769231,"female",3,"Private/1"
"2480",3871,2019-01-02,3,19.8,19.4,1.38461538461538,"female",4,"Private/1"
"2481",33387,2019-01-12,3,19.8,19.6,6.46153846153846,"female",3,"Private/0"
"2482",77645,2019-01-28,3,18.9,23.6,5.30769230769231,"female",4,"Private/0"
"2491",56726,2019-01-20,3,19.2,17.7,3,"female",3,"Private/1"
"2495",33854,2019-01-12,3,19.8,22.7,4.15384615384615,"female",4,"Private/0"
"2497",3737,2019-01-02,3,19.5,15.9,4.38461538461539,"female",3,"Private/2"
"3",87386,2019-01-30,4,27.2,23.6,5.84615384615385,"male",4,"Public/2"
"8",246,2019-01-01,4,27.2,31.3333333333333,5.84615384615385,"male",3,"Public/1"
"9",13709,2019-01-05,4,27.6,35.2,4.30769230769231,"male",4,"Public/1"
"13",50269,2019-01-18,4,26,32.9333333333333,4,"male",3,"Public/1"
"17",98345,2019-02-03,4,20.4,20.1333333333333,5.23076923076923,"male",3,"Private/0"
"23",51378,2019-01-18,4,24.4,27.0666666666667,3.69230769230769,"male",4,"Private/2"
"32",47850,2019-01-17,4,27.2,22.8,3.69230769230769,"male",3,"Public/2"
"36",48272,2019-01-17,4,24.8,30.5333333333333,2.46153846153846,"male",4,"Private/0"
"39",62512,2019-01-22,4,27.6,26,1.84615384615385,"male",3,"Public/1"
"42",5326,2019-01-02,4,16.8,25.6,3.69230769230769,"male",3,"Private/2"
"44",80740,2019-01-28,4,26,35.8666666666667,7.38461538461539,"male",3,"Public/1"
"50",64446,2019-01-22,4,26,25.0666666666667,3.69230769230769,"male",3,"Public/1"
"59",62809,2019-01-22,4,26,28.4,2.15384615384615,"male",3,"Public/1"
"65",96782,2019-02-02,4,26.4,23.8666666666667,4.61538461538461,"male",4,"Public/1"
"82",65175,2019-01-23,4,21.6,29.2,5.23076923076923,"male",4,"Private/3"
"87",98825,2019-02-03,4,24.4,26.4,5.53846153846154,"male",3,"Private/1"
"93",3896,2019-01-02,4,24.8,32.2666666666667,5.84615384615385,"male",4,"Private/1"
"100",48761,2019-01-17,4,25.6,24.6666666666667,3.07692307692308,"male",3,"Public/2"
"101",31605,2019-01-11,4,22.8,28.4,4.30769230769231,"male",4,"Private/1"
"105",78497,2019-01-27,4,25.6,30.8,7.07692307692308,"male",4,"Public/0"
"110",96289,2019-02-02,4,23.2,25.6,5.53846153846154,"male",4,"Private/0"
"117",66139,2019-01-23,4,26.4,29.2,5.84615384615385,"male",3,"Public/0"
"120",88722,2019-01-31,4,27.6,24.9333333333333,4.61538461538461,"male",3,"Public/0"
"130",94250,2019-02-02,4,26,28.4,5.53846153846154,"male",4,"Public/1"
"131",6831,2019-01-03,4,19.6,30.4,4.61538461538461,"male",3,"Private/0"
"134",63534,2019-01-22,4,24,25.3333333333333,5.53846153846154,"male",3,"Private/1"
"136",74576,2019-01-26,4,26.4,27.4666666666667,3.38461538461538,"male",4,"Public/0"
"137",25138,2019-01-09,4,23.6,23.2,4.30769230769231,"male",3,"Private/1"
"141",35788,2019-01-13,4,24.4,24.9333333333333,6.15384615384615,"male",4,"Private/2"
"142",16932,2019-01-06,4,20,18,4.92307692307692,"male",4,"Private/1"
"151",40040,2019-01-14,4,26.8,20.4,4,"male",4,"Public/3"
"152",85567,2019-01-30,4,28,22.9333333333333,5.84615384615385,"male",3,"Public/1"
"169",27415,2019-01-10,4,25.6,22.9333333333333,4.30769230769231,"male",4,"Public/2"
"171",80125,2019-01-28,4,22,29.0666666666667,5.23076923076923,"male",3,"Private/2"
"177",3926,2019-01-02,4,23.2,20,7.69230769230769,"male",4,"Private/2"
"179",5290,2019-01-02,4,27.6,28.2666666666667,6.46153846153846,"male",4,"Public/0"
"188",41902,2019-01-15,4,27.6,29.8666666666667,0.923076923076923,"male",3,"Public/1"
"190",17544,2019-01-06,4,23.2,27.4666666666667,4.30769230769231,"male",4,"Private/0"
"191",71453,2019-01-25,4,17.2,33.7333333333333,3.07692307692308,"male",4,"Private/0"
"196",50640,2019-01-18,4,26.4,31.0666666666667,1.23076923076923,"male",4,"Public/1"
"207",56557,2019-01-20,4,26.4,22.9333333333333,5.53846153846154,"male",3,"Public/1"
"210",78219,2019-01-27,4,24,25.2,3.07692307692308,"male",3,"Private/2"
"217",69451,2019-01-24,4,20.4,22.2666666666667,4.92307692307692,"male",3,"Private/0"
"234",19740,2019-01-07,4,24,30.4,4.30769230769231,"male",4,"Private/2"
"236",11938,2019-01-05,4,27.2,29.8666666666667,3.69230769230769,"male",3,"Public/1"
"237",37807,2019-01-13,4,27.2,28.8,3.69230769230769,"male",4,"Public/1"
"238",68964,2019-01-24,4,26.8,26,5.23076923076923,"male",4,"Public/2"
"242",22639,2019-01-08,4,24,26.1333333333333,6.46153846153846,"male",4,"Private/1"
"254",64695,2019-01-23,4,26.4,26.5333333333333,3.38461538461538,"male",4,"Public/1"
"265",46565,2019-01-16,4,25.6,25.8666666666667,4.30769230769231,"male",3,"Public/2"
"269",96139,2019-02-02,4,27.6,19.8666666666667,5.53846153846154,"male",3,"Public/2"
"296",82385,2019-01-29,4,22,28.1333333333333,7.07692307692308,"male",4,"Private/1"
"301",6003,2019-01-03,4,25.2,19.7333333333333,6.15384615384615,"male",3,"Public/1"
"314",32950,2019-01-12,4,18.8,23.4666666666667,4.30769230769231,"male",4,"Private/1"
"320",80889,2019-01-28,4,27.2,29.3333333333333,8.30769230769231,"male",3,"Public/1"
"321",79092,2019-01-27,4,28,23.0666666666667,4.92307692307692,"male",3,"Public/1"
"339",74948,2019-01-26,4,25.6,22.2666666666667,4,"male",3,"Public/2"
"343",26988,2019-01-10,4,26.8,20.4,1.84615384615385,"male",3,"Public/1"
"345",57897,2019-01-20,4,22,22.5333333333333,5.23076923076923,"male",4,"Private/1"
"350",26980,2019-01-10,4,27.6,20.1333333333333,6.46153846153846,"male",4,"Public/0"
"365",9508,2019-01-04,4,23.6,25.4666666666667,4.30769230769231,"male",3,"Private/0"
"368",82279,2019-01-29,4,24,33.6,5.53846153846154,"male",4,"Private/1"
"369",46652,2019-01-16,4,23.2,20.6666666666667,4,"male",3,"Private/1"
"372",64247,2019-01-22,4,21.2,31.2,4.92307692307692,"male",3,"Private/1"
"382",14642,2019-01-05,4,23.6,24,4,"male",3,"Private/0"
"383",84875,2019-01-29,4,21.6,26.4,7.07692307692308,"male",3,"Private/1"
"397",99070,2019-02-03,4,22.4,28,8.30769230769231,"male",3,"Private/2"
"401",32369,2019-01-12,4,22.4,27.0666666666667,5.23076923076923,"male",4,"Private/0"
"406",1567,2019-01-01,4,24.8,23.4666666666667,4.61538461538461,"male",4,"Private/1"
"415",16831,2019-01-06,4,27.6,30,4.92307692307692,"male",4,"Public/0"
"419",35931,2019-01-13,4,27.2,28.5333333333333,0.307692307692308,"male",4,"Public/1"
"423",3352,2019-01-02,4,23.6,33.7333333333333,4,"male",4,"Private/1"
"434",63655,2019-01-22,4,27.6,25.4666666666667,1.23076923076923,"male",3,"Public/1"
"444",20779,2019-01-08,4,25.2,28.4,3.69230769230769,"male",4,"Public/1"
"456",83421,2019-01-29,4,24,36.8,5.23076923076923,"male",3,"Private/2"
"457",64513,2019-01-23,4,19.6,30.1333333333333,4.61538461538461,"male",3,"Private/1"
"459",48486,2019-01-17,4,12.8,24.2666666666667,2.46153846153846,"male",3,"Private/0"
"467",81653,2019-01-28,4,26.4,25.6,5.84615384615385,"male",3,"Public/0"
"470",68232,2019-01-24,4,28,29.8666666666667,4.61538461538461,"male",3,"Public/0"
"473",70480,2019-01-25,4,26,23.8666666666667,1.84615384615385,"male",4,"Public/2"
"480",50875,2019-01-18,4,27.2,26,4.30769230769231,"male",3,"Public/1"
"485",82359,2019-01-29,4,26.8,29.4666666666667,5.53846153846154,"male",4,"Public/0"
"501",72588,2019-01-25,4,27.6,27.8666666666667,4.92307692307692,"male",4,"Public/0"
"502",45837,2019-01-16,4,26.4,34.2666666666667,4,"male",4,"Public/2"
"503",23963,2019-01-09,4,27.6,35.0666666666667,3.38461538461538,"male",4,"Public/2"
"504",37498,2019-01-13,4,28,27.4666666666667,3.38461538461538,"male",4,"Public/0"
"515",60137,2019-01-21,4,23.2,27.0666666666667,5.53846153846154,"male",4,"Private/1"
"517",66106,2019-01-23,4,26.4,29.4666666666667,1.23076923076923,"male",4,"Public/1"
"518",91720,2019-02-01,4,26.8,29.0666666666667,5.84615384615385,"male",4,"Public/2"
"520",26743,2019-01-10,4,26,21.3333333333333,7.07692307692308,"male",4,"Public/1"
"522",51384,2019-01-18,4,25.2,30.2666666666667,2.76923076923077,"male",3,"Public/2"
"531",40590,2019-01-14,4,23.2,27.2,3.07692307692308,"male",4,"Private/1"
"540",1395,2019-01-01,4,26.4,22.6666666666667,8.30769230769231,"male",4,"Public/0"
"543",3849,2019-01-02,4,21.2,32.6666666666667,5.23076923076923,"male",3,"Private/0"
"549",10176,2019-01-04,4,26.4,32.9333333333333,2.76923076923077,"male",4,"Public/0"
"552",38853,2019-01-14,4,27.6,27.7333333333333,2.46153846153846,"male",4,"Public/1"
"561",12079,2019-01-05,4,21.6,29.7333333333333,7.07692307692308,"male",3,"Private/2"
"566",80121,2019-01-28,4,22.8,27.7333333333333,6.15384615384615,"male",3,"Private/1"
"568",6572,2019-01-03,4,21.2,21.6,2.46153846153846,"male",3,"Private/1"
"577",37461,2019-01-13,4,26,28.2666666666667,5.53846153846154,"male",4,"Public/2"
"583",87537,2019-01-30,4,24,23.6,4.92307692307692,"male",3,"Private/0"
"585",88017,2019-01-31,4,26.8,30.4,2.46153846153846,"male",4,"Public/2"
"590",57384,2019-01-20,4,26.8,31.2,3.69230769230769,"male",4,"Public/0"
"591",64303,2019-01-22,4,13.2,29.0666666666667,5.84615384615385,"male",4,"Private/0"
"594",86024,2019-01-30,4,25.6,28,4.61538461538461,"male",4,"Public/2"
"596",39383,2019-01-14,4,25.2,24.9333333333333,2.76923076923077,"male",4,"Public/1"
"614",34885,2019-01-12,4,26.8,28.2666666666667,5.23076923076923,"male",3,"Public/0"
"615",24571,2019-01-09,4,25.6,30.1333333333333,6.46153846153846,"male",3,"Public/1"
"619",7689,2019-01-03,4,22.4,24.1333333333333,4.30769230769231,"male",4,"Private/3"
"623",58016,2019-01-20,4,24,18.2666666666667,3.38461538461538,"male",3,"Private/2"
"626",50527,2019-01-18,4,24,26.2666666666667,3.69230769230769,"male",4,"Private/2"
"628",33719,2019-01-12,4,28,27.6,6.15384615384615,"male",3,"Public/1"
"639",73786,2019-01-26,4,20.4,26.1333333333333,4.92307692307692,"male",4,"Private/0"
"640",49725,2019-01-18,4,22,21.3333333333333,4.92307692307692,"male",4,"Private/2"
"649",6866,2019-01-03,4,26.4,24.2666666666667,4.92307692307692,"male",4,"Public/0"
"651",6912,2019-01-03,4,25.6,32.6666666666667,7.07692307692308,"male",4,"Public/1"
"655",81829,2019-01-29,4,25.2,33.4666666666667,2.76923076923077,"male",3,"Public/0"
"658",37718,2019-01-13,4,27.2,26.1333333333333,3.69230769230769,"male",4,"Public/1"
"664",34377,2019-01-12,4,23.2,26.8,1.84615384615385,"male",4,"Private/1"
"666",84008,2019-01-29,4,25.2,16,5.23076923076923,"male",4,"Public/1"
"670",29577,2019-01-11,4,21.6,27.6,4.61538461538461,"male",4,"Private/0"
"685",5841,2019-01-02,4,19.2,18.5333333333333,7.38461538461539,"male",4,"Private/1"
"694",24695,2019-01-09,4,23.6,27.2,4.61538461538461,"male",3,"Private/0"
"696",82519,2019-01-29,4,22.4,28,8.30769230769231,"male",3,"Private/2"
"704",9600,2019-01-04,4,27.2,28,3.38461538461538,"male",4,"Public/3"
"705",59403,2019-01-21,4,28,26.8,7.07692307692308,"male",4,"Public/2"
"710",11096,2019-01-04,4,27.2,29.2,3.07692307692308,"male",4,"Public/2"
"711",73121,2019-01-26,4,27.2,30.5333333333333,4.30769230769231,"male",4,"Public/1"
"722",93450,2019-02-02,4,23.2,21.4666666666667,4,"male",3,"Private/2"
"724",10235,2019-01-04,4,26,26.6666666666667,1.84615384615385,"male",4,"Public/1"
"728",72585,2019-01-25,4,28,25.8666666666667,7.07692307692308,"male",3,"Public/0"
"732",54539,2019-01-19,4,24,23.2,5.53846153846154,"male",4,"Private/1"
"735",95120,2019-02-02,4,26.8,25.2,4.61538461538461,"male",3,"Public/1"
"742",1302,2019-01-01,4,26.8,31.4666666666667,5.23076923076923,"male",4,"Public/2"
"743",86377,2019-01-30,4,27.2,23.3333333333333,5.84615384615385,"male",3,"Public/1"
"750",65766,2019-01-23,4,22.4,34.6666666666667,5.23076923076923,"male",4,"Private/3"
"753",94703,2019-02-02,4,23.6,23.0666666666667,4.30769230769231,"male",4,"Private/0"
"767",40591,2019-01-14,4,13.6,28.6666666666667,6.76923076923077,"male",3,"Private/2"
"770",76280,2019-01-27,4,22.4,24.1333333333333,5.53846153846154,"male",3,"Private/1"
"775",64361,2019-01-23,4,26,29.3333333333333,4.92307692307692,"male",3,"Public/2"
"782",93872,2019-02-02,4,22.8,29.8666666666667,3.38461538461538,"male",3,"Private/1"
"787",86469,2019-01-30,4,18,27.7333333333333,4.92307692307692,"male",4,"Private/3"
"796",53381,2019-01-19,4,25.2,25.6,2.15384615384615,"male",3,"Public/2"
"806",1430,2019-01-01,4,26.8,25.0666666666667,3.07692307692308,"male",4,"Public/0"
"816",12490,2019-01-05,4,24,29.0666666666667,5.53846153846154,"male",4,"Private/2"
"820",26750,2019-01-10,4,15.6,22.4,1.53846153846154,"male",3,"Private/0"
"822",21552,2019-01-08,4,28,18.5333333333333,6.15384615384615,"male",4,"Public/2"
"831",97850,2019-02-03,4,27.6,27.6,3.07692307692308,"male",4,"Public/0"
"836",48119,2019-01-17,4,26,26.1333333333333,5.53846153846154,"male",3,"Public/1"
"848",86399,2019-01-30,4,22.4,27.8666666666667,4.61538461538461,"male",3,"Private/1"
"849",15552,2019-01-06,4,26.4,28.1333333333333,4.30769230769231,"male",3,"Public/0"
"858",98698,2019-02-03,4,27.2,22,5.84615384615385,"male",3,"Public/1"
"863",63382,2019-01-22,4,24,30.4,4.30769230769231,"male",3,"Private/1"
"868",95607,2019-02-02,4,24.8,18.1333333333333,4,"male",3,"Private/0"
"869",10433,2019-01-04,4,20,26.8,4,"male",3,"Private/0"
"888",53841,2019-01-19,4,26,33.3333333333333,2.15384615384615,"male",4,"Public/2"
"889",23368,2019-01-09,4,26.4,28,3.69230769230769,"male",3,"Public/2"
"897",25134,2019-01-09,4,21.6,22.5333333333333,6.46153846153846,"male",3,"Private/1"
"913",80198,2019-01-28,4,26,25.0666666666667,4.30769230769231,"male",3,"Public/2"
"918",22879,2019-01-08,4,20,26.8,4,"male",3,"Private/1"
"919",92050,2019-02-01,4,18.8,26,4.30769230769231,"male",4,"Private/1"
"927",97637,2019-02-03,4,28,22.4,2.46153846153846,"male",3,"Public/1"
"931",83046,2019-01-29,4,26,29.7333333333333,4,"male",3,"Public/0"
"947",44136,2019-01-16,4,16,23.2,3.07692307692308,"male",3,"Private/0"
"953",86339,2019-01-30,4,27.6,31.2,4.61538461538461,"male",4,"Public/2"
"955",64479,2019-01-23,4,26.4,28.4,3.69230769230769,"male",4,"Public/1"
"964",31151,2019-01-11,4,24.4,27.2,4.92307692307692,"male",4,"Private/1"
"972",59468,2019-01-21,4,22,32.2666666666667,7.07692307692308,"male",4,"Private/2"
"978",39255,2019-01-14,4,23.6,30,4,"male",3,"Private/1"
"979",42329,2019-01-15,4,27.2,29.6,2.46153846153846,"male",4,"Public/3"
"987",11682,2019-01-05,4,13.6,21.3333333333333,6.46153846153846,"male",4,"Private/2"
"993",3960,2019-01-02,4,24.8,20.2666666666667,7.69230769230769,"male",4,"Private/2"
"997",9694,2019-01-04,4,22,33.6,5.84615384615385,"male",4,"Private/0"
"1002",18117,2019-01-07,4,26,24.2666666666667,5.53846153846154,"male",4,"Public/1"
"1008",39054,2019-01-14,4,26.4,26.8,8,"male",4,"Public/2"
"1010",75630,2019-01-26,4,24,24.9333333333333,2.46153846153846,"male",3,"Private/0"
"1030",61896,2019-01-22,4,25.2,21.7333333333333,4.61538461538461,"male",4,"Public/0"
"1031",92365,2019-02-01,4,23.2,30.4,4.92307692307692,"male",3,"Private/2"
"1035",71293,2019-01-25,4,23.6,30.9333333333333,4,"male",3,"Private/1"
"1043",80817,2019-01-28,4,26.4,26.1333333333333,5.23076923076923,"male",4,"Public/2"
"1047",60713,2019-01-21,4,18,27.8666666666667,4.92307692307692,"male",4,"Private/2"
"1059",92608,2019-02-01,4,26,31.7333333333333,1.84615384615385,"male",4,"Public/1"
"1073",61818,2019-01-22,4,24.4,24.8,4,"male",4,"Private/0"
"1083",63752,2019-01-22,4,21.6,19.3333333333333,4.92307692307692,"male",3,"Private/1"
"1085",92266,2019-02-01,4,24.8,25.8666666666667,5.53846153846154,"male",4,"Private/1"
"1092",86773,2019-01-30,4,17.6,24.1333333333333,6.76923076923077,"male",3,"Private/2"
"1095",31000,2019-01-11,4,23.2,23.0666666666667,4.61538461538461,"male",3,"Private/1"
"1098",73363,2019-01-26,4,25.6,28.5333333333333,4.30769230769231,"male",4,"Public/3"
"1099",29440,2019-01-11,4,27.2,28.1333333333333,2.46153846153846,"male",3,"Public/1"
"1101",23224,2019-01-08,4,27.6,31.0666666666667,6.76923076923077,"male",4,"Public/0"
"1106",21639,2019-01-08,4,27.6,28,2.46153846153846,"male",3,"Public/0"
"1112",87612,2019-01-31,4,24,29.0666666666667,4.92307692307692,"male",3,"Private/2"
"1114",58280,2019-01-21,4,25.2,23.7333333333333,4,"male",4,"Public/1"
